2024,6,1,0.0,1300016,7,,,,
2024,6,2,0.0,1300016,7,,,,
2024,6,3,0.0,1300016,7,,,,
2024,6,4,0.0,1300016,7,,,,
2024,6,5,0.0,1300016,7,,,,
2024,6,6,0.0,1300016,7,,,,
2024,6,7,45.9,1300016,7,,,,
2024,6,8,0.0,1300016,7,,,,
2024,6,9,0.0,1300016,7,,,,
2024,6,10,26.6,1300016,7,,,,
2024,6,11,0.0,1300016,7,,,,
2024,6,12,0.0,1300016,7,,,,
2024,6,13,5.5,1300016,7,,,,
2024,6,14,2.6,1300016,7,,,,
2024,6,15,10.3,1300016,7,,,,
2024,6,16,0.0,1300016,7,,,,
2024,6,17,0.0,1300016,7,,,,
2024,6,18,27.8,1300016,7,,,,
2024,6,19,36.7,1300016,7,,,,
2024,6,20,0.2,1300016,7,,,,
2024,6,21,53.8,1300016,7,,,,
2024,6,22,7.9,1300016,7,,,,
2024,6,23,0.0,1300016,7,,,,
2024,6,24,28.4,1300016,7,,,,
2024,6,25,2.6,1300016,7,,,,
2024,6,26,18.8,1300016,7,,,,
2024,6,27,20.8,1300016,7,,,,
2024,6,28,0.2,1300016,7,,,,
2024,6,29,0.3,1300016,7,,,,
2024,6,30,0.3,1300016,7,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
