2025,6,1,0.0,1300003,7
2025,6,2,0.0,1300003,7
2025,6,3,0.0,1300003,7
2025,6,4,0.2,1300003,7
2025,6,5,0.0,1300003,7
2025,6,6,1.0,1300003,7
2025,6,7,0.0,1300003,7
2025,6,8,0.0,1300003,7
2025,6,9,3.5,1300003,7
2025,6,10,0.0,1300003,7
2025,6,11,0.0,1300003,7
2025,6,12,0.0,1300003,7
2025,6,13,0.0,1300003,7
2025,6,14,12.9,1300003,7
2025,6,15,1.2,1300003,7
2025,6,16,5.5,1300003,7
2025,6,17,5.1,1300003,7
2025,6,18,1.1,1300003,7
2025,6,19,14.2,1300003,7
2025,6,20,16.8,1300003,7
2025,6,21,2.7,1300003,7
2025,6,22,0.1,1300003,7
2025,6,23,11.9,1300003,7
2025,6,24,0.5,1300003,7
2025,6,25,25.5,1300003,7
2025,6,26,31.7,1300003,7
2025,6,27,16.8,1300003,7
2025,6,28,0.1,1300003,7
2025,6,29,2.1,1300003,7
2025,6,30,2.5,1300003,7
